0,0,0,0,0,0,0,0,0,0,0
0.005,0.26691,-0.274544,0.0551894,-0.0166288,0.00911355,-0.00245133,0.00268268,0.000377077,0.0020207,0.00147739
0.01,0.211837,-0.216992,0.0339729,-0.0168226,0.00061998,-0.00418427,-0.0025309,-0.00303,-0.00447358,-0.0040542
0.015,0.177706,-0.177032,0.0233524,-0.0135593,-0.00232184,-0.00351625,-0.00371239,-0.0033572,-0.00541805,-0.0048978
0.02,0.155421,-0.149492,0.0173129,-0.010266,-0.00336159,-0.0025639,-0.00364741,-0.00303367,-0.00488773,-0.00456801
0.025,0.140136,-0.130397,0.013298,-0.00785062,-0.00386835,-0.00193554,-0.00335202,-0.00281868,-0.00428421,-0.00422685
0.03,0.129179,-0.116961,0.0102325,-0.00635288,-0.00430391,-0.00170747,-0.00314475,-0.00286631,-0.00398743,-0.00416121
0.035,0.121014,-0.1073,0.00767295,-0.00556789,-0.00478417,-0.00179597,-0.0030839,-0.00313586,-0.00401549,-0.00436134
0.04,0.114728,-0.100164,0.00544029,-0.00526592,-0.00530579,-0.00209136,-0.00314261,-0.00354353,-0.00428145,-0.00473972
0.045,0.109755,-0.0947269,0.00346208,-0.00525863,-0.00583436,-0.00250055,-0.0032759,-0.00401306,-0.00468738,-0.00520766
0.05,0.105731,-0.0904394,0.00170603,-0.00540971,-0.00633608,-0.00295572,-0.00344371,-0.00448847,-0.00515377,-0.00569717
0.055,0.102411,-0.0869383,0.000152989,-0.00562766,-0.00678674,-0.00341189,-0.00361681,-0.00493352,-0.0056247,-0.00616299
0.06,0.0996275,-0.0839817,-0.00121313,-0.00585492,-0.00717241,-0.00384158,-0.00377638,-0.00532754,-0.00606471,-0.00657851
0.065,0.0972625,-0.0814085,-0.00240849,-0.00605793,-0.00748742,-0.00422978,-0.00391179,-0.00566088,-0.00645386,-0.00693067
0.07,0.0952291,-0.0791109,-0.00344972,-0.00621931,-0.00773192,-0.00456988,-0.00401824,-0.00593126,-0.00678301,-0.00721552
0.075,0.093463,-0.0770172,-0.00435357,-0.0063322,-0.0079098,-0.00486063,-0.00409482,-0.00614098,-0.00705021,-0.00743488
0.08,0.0919157,-0.0750793,-0.00513634,-0.00639627,-0.00802709,-0.00510406,-0.00414302,-0.00629495,-0.00725791,-0.00759389
