xAxL testLoss trainLoss
12400.0 0.000227237498620525 0.00017205449694301933
12500.0 0.0002234632265754044 0.00016847839287947863
12600.0 0.0002200315793743357 0.0001650652993703261
12700.0 0.0002167391066905111 0.00016183513798750937
12800.0 0.00021384560386650264 0.00015885291213635355
12900.0 0.00021064491011202335 0.0001559731608722359
13000.0 0.00020781115745194256 0.0001532962778583169
13100.0 0.0002049753093160689 0.000150621184729971
13200.0 0.00020324405340943485 0.000148724764585495
13300.0 0.0001999785890802741 0.00014583404117729515
13400.0 0.0001975719496840611 0.00014355203893501312
13500.0 0.00019525476091075689 0.00014137565449345857
13600.0 0.00019297569815535098 0.00013931251305621117
13700.0 0.00019169722509104759 0.00013780580775346607
13800.0 0.00018891571380663663 0.00013545241381507367
13900.0 0.0001867856626631692 0.00013364010374061763
14000.0 0.000185343946213834 0.00013301939179655164
14100.0 0.00018305213598068804 0.00013028294779360294
14200.0 0.0001815981522668153 0.0001286858896492049
14300.0 0.00017980887787416577 0.00012708826398011297
14400.0 0.0001781154569471255 0.00012557832815218717
14500.0 0.00017653718532528728 0.00012414917000569403
14600.0 0.000174954257090576 0.00012276732013560832
14700.0 0.00017369200941175222 0.0001214769872603938
14800.0 0.0001720842410577461 0.00012014128151349723
14900.0 0.00017071272304747254 0.00011889817687915638
15000.0 0.00016944916569627821 0.00011771452409448102
15100.0 0.00016809464432299137 0.00011661770986393094
15200.0 0.0001672145153861493 0.00011622907913988456
15300.0 0.00016597399371676147 0.00011442520917626098
15400.0 0.0001654594816500321 0.00011380360956536606
15500.0 0.00016323696763720363 0.00011224141780985519
15600.0 0.00016239624528679997 0.00011157311382703483
15700.0 0.0001611922198208049 0.00011030578752979636
15800.0 0.00015993871784303337 0.00010929462587228045
15900.0 0.00015903609164524823 0.00010839088645298034
16000.0 0.00015807841555215418 0.00010748869681265205
16100.0 0.0001569540472701192 0.00010661582200555131
16200.0 0.00015615597658324987 0.00010590234160190448
16300.0 0.00015516339044552296 0.00010502012446522713
16400.0 0.00015415636880788952 0.00010415750875836238
16500.0 0.0001533183822175488 0.0001033536100294441
16600.0 0.0001524343533674255 0.00010258657857775688
16700.0 0.00015190147678367794 0.00010191956243943423
16800.0 0.0001507493871031329 0.00010111658775713295
16900.0 0.00015017045370768756 0.00010080180800287053
17000.0 0.00014913901395630091 9.970462269848213e-05
17100.0 0.00014839043433312327 9.932515968102962e-05
17200.0 0.00014777410251554102 9.849861089605838e-05
17300.0 0.00014707382069900632 9.780421532923356e-05
17400.0 0.0001474472228437662 9.848082845564932e-05
17500.0 0.00014567836478818208 9.652357402956113e-05
17600.0 0.00014483755512628704 9.585245425114408e-05
17700.0 0.0001443305955035612 9.533263801131397e-05
17800.0 0.0001434907753719017 9.464412141824141e-05
17900.0 0.0001429409021511674 9.416598186362535e-05
18000.0 0.00014255514543037862 9.372517524752766e-05
18100.0 0.00014161599392537028 9.297336509916931e-05
18200.0 0.00014097700477577746 9.243472595699131e-05
18300.0 0.00014036509674042463 9.190744458464906e-05
18400.0 0.00013981126539874822 9.139184840023518e-05
18500.0 0.00013925446546636522 9.088607475860044e-05
18600.0 0.00013941273209638894 9.187670366372913e-05
18700.0 0.00013855010911356658 9.010083158500493e-05
18800.0 0.00013768211647402495 8.942418935475871e-05
18900.0 0.00013745808973908424 8.967918256530538e-05
19000.0 0.0001370148966088891 8.863481343723834e-05
19100.0 0.00013605400454252958 8.803665696177632e-05
19200.0 0.0001356091961497441 8.758422336541116e-05
19300.0 0.00013511824363376945 8.714725117897615e-05
19400.0 0.00013566833513323218 8.794716995907947e-05
19500.0 0.00013425532961264253 8.641887689009309e-05
19600.0 0.0001337132853223011 8.588117634644732e-05
19700.0 0.0001335442648269236 8.558238187106326e-05
19800.0 0.0001330218801740557 8.508877363055944e-05
19900.0 0.0001324328186456114 8.47479168442078e-05
20000.0 0.00013239400868769735 8.435613563051447e-05
