xAxL testLoss trainLoss
100.0 0.0257949810475111 0.023672841489315033
200.0 0.021867411211133003 0.019808750599622726
300.0 0.018465407192707062 0.016534432768821716
400.0 0.015484506264328957 0.013662600889801979
500.0 0.01303315069526434 0.011286573484539986
600.0 0.01110195554792881 0.00939575769007206
700.0 0.009580016136169434 0.007887167856097221
800.0 0.008358284831047058 0.006661681458353996
900.0 0.00737707270309329 0.005668797064572573
1000.0 0.006600519176572561 0.004880021791905165
1100.0 0.005993713159114122 0.004265489988029003
1200.0 0.005519167985767126 0.0037904169876128435
1300.0 0.005141342990100384 0.0034200004301965237
1400.0 0.0048310901038348675 0.0031244633719325066
1500.0 0.004567430820316076 0.00288139539770782
1600.0 0.004336962476372719 0.002675587311387062
1700.0 0.004131979774683714 0.0024975091218948364
1800.0 0.00394838210195303 0.0023414823226630688
1900.0 0.003783995984122157 0.0022041592746973038
2000.0 0.0036374868359416723 0.0020834719762206078
2100.0 0.0035077433567494154 0.001977975480258465
2200.0 0.0033935727551579475 0.0018864627927541733
2300.0 0.0032935591880232096 0.0018077472923323512
2400.0 0.0032060262747108936 0.0017405484104529023
2500.0 0.0031290727201849222 0.0016834564739838243
2600.0 0.003060661256313324 0.0016349597135558724
2700.0 0.0029987471643835306 0.001593514229170978
2800.0 0.0029413835145533085 0.001557623501867056
2900.0 0.0028867903165519238 0.001525901723653078
3000.0 0.0028333503287285566 0.0014971013879403472
3100.0 0.002779552945867181 0.001470108050853014
3200.0 0.002723902463912964 0.0014439082005992532
3300.0 0.0026648177299648523 0.0014175496762618423
3400.0 0.0026005518157035112 0.0013900995254516602
3500.0 0.0025292120408266783 0.0013606301508843899
3600.0 0.0024489781353622675 0.0013282629661262035
3700.0 0.0023586214520037174 0.0012923096073791385
3800.0 0.002258287277072668 0.001252510235644877
3900.0 0.002150133950635791 0.0012092674151062965
4000.0 0.002038116566836834 0.0011636418057605624
4100.0 0.001926616532728076 0.001116967061534524
4200.0 0.0018188905669376254 0.001070354599505663
4300.0 0.0017166155157610774 0.001024517579935491
4400.0 0.0016204571584239602 0.0009799208492040634
4500.0 0.0015307054854929447 0.0009369366453029215
4600.0 0.001447512418963015 0.0008958641556091607
4700.0 0.001370886922813952 0.0008568784687668085
4800.0 0.0013006484368816018 0.0008200018783099949
4900.0 0.001236428739503026 0.0007851216359995306
5000.0 0.001177717698737979 0.0007520404760725796
5100.0 0.0011239367304369807 0.0007205410511232913
5200.0 0.0010745158651843667 0.0006904432084411383
5300.0 0.001028957893140614 0.0006616443279199302
5400.0 0.0009868745692074299 0.0006341302068904042
5500.0 0.0009479780565015972 0.0006079558515921235
5600.0 0.0009120421600528061 0.0005831998423673213
5700.0 0.0008788525010459125 0.0005599160795100033
5800.0 0.0008481752593070269 0.000538103049620986
5900.0 0.0008197563583962619 0.0005177015555091202
6000.0 0.00079333659959957 0.0004986101994290948
6100.0 0.000768672616686672 0.00048070604680106044
6200.0 0.000745551020372659 0.0004638619429897517
6300.0 0.0007237917161546648 0.0004479565832298249
6400.0 0.0007032438297756016 0.00043287937296554446
6500.0 0.0006837820401415229 0.00041853185393847525
6600.0 0.0006652999436482787 0.000404827093007043
6700.0 0.0006477057468146086 0.000391689216485247
6800.0 0.0006309205200523138 0.00037905332283116877
6900.0 0.0006148774991743267 0.0003668655699584633
7000.0 0.0005995181854814291 0.00035508297150954604
7100.0 0.0005847917054779828 0.0003436716797295958
7200.0 0.0005706521915271878 0.00033260477357544005
7300.0 0.0005570569192059338 0.00032185937743633986
7400.0 0.0005439667729660869 0.0003114140417892486
7500.0 0.0005316007300280035 0.0003013783716596663
7600.0 0.0005196822457946837 0.00029170940979383886
7700.0 0.0005084415315650403 0.0002824528783094138
7800.0 0.0004978181095793843 0.000273550976999104
7900.0 0.00048768697888590395 0.0002649752132128924
8000.0 0.0004784858610946685 0.00025679462123662233
8100.0 0.0004691799986176193 0.0002488125755917281
8200.0 0.00046068051597103477 0.00024122481408994645
8300.0 0.00045313098235055804 0.0002339872735319659
8400.0 0.00044483767123892903 0.00022681216069031507
8500.0 0.00043744806316681206 0.0002200359886046499
8600.0 0.00043056224239990115 0.00021344948618207127
8700.0 0.00042393009061925113 0.00020715349819511175
8800.0 0.0004177090304438025 0.00020104151917621493
8900.0 0.000411618675570935 0.00019522631191648543
9000.0 0.00040611837175674736 0.00018971931422129273
9100.0 0.0004014339647255838 0.0001845483056968078
9200.0 0.00039682307397015393 0.000181025083293207
9300.0 0.0003913318505510688 0.0001765431952662766
9400.0 0.00038686252082698047 0.0001700160064501688
9500.0 0.0003827722684945911 0.00016566397971473634
9600.0 0.0003789953771047294 0.00016155990306288004
9700.0 0.0003762086562346667 0.00015885104949120432
9800.0 0.0003719730011653155 0.00015389948384836316
9900.0 0.00036871200427412987 0.00015031034126877785
10000.0 0.0003657487395685166 0.00014687488146591932
10100.0 0.0003627969999797642 0.00014359258057083935
10200.0 0.0003599251213017851 0.0001404415670549497
10300.0 0.0003570892149582505 0.0001374852581648156
10400.0 0.0003547408268786967 0.000135040347231552
10500.0 0.000353384850313887 0.00013248567120172083
10600.0 0.0003508221125230193 0.0001294180256081745
10700.0 0.00034686722210608423 0.00012640592467505485
10800.0 0.00034436574787832797 0.000123882302432321
10900.0 0.00034194308682344854 0.00012146238441346213
11000.0 0.0003393933002371341 0.00011916881339857355
11100.0 0.00033705533132888377 0.00011686527432175353
11200.0 0.0003346904704812914 0.00011465117131592706
11300.0 0.0003325406287331134 0.00011315364827169105
11400.0 0.0003303140983916819 0.00011081778211519122
11500.0 0.0003276052593719214 0.00010845650103874505
11600.0 0.0003254057082813233 0.00010748796921689063
11700.0 0.00032298898440785706 0.00010465127706993371
11800.0 0.00032081292010843754 0.0001028982296702452
11900.0 0.00031861718161962926 0.00010111375013366342
12000.0 0.00031653293990530074 9.941530879586935e-05
12100.0 0.00031461851904168725 9.79104806901887e-05
12200.0 0.00031358777778223157 9.709529695101082e-05
12300.0 0.0003108833625447005 9.507059439783916e-05
12400.0 0.00030848843744024634 9.310284804087132e-05
12500.0 0.0003065789060201496 9.163375943899155e-05
12600.0 0.00030509784119203687 9.048631909536198e-05
12700.0 0.0003029588551726192 8.887499279808253e-05
12800.0 0.000301239313557744 8.755718590691686e-05
12900.0 0.00029955527861602604 8.626993076177314e-05
13000.0 0.00029794147121720016 8.50529977469705e-05
13100.0 0.0002962802245747298 8.381609950447455e-05
13200.0 0.000294713128823787 8.264093776233494e-05
13300.0 0.00029321646434254944 8.151771180564538e-05
13400.0 0.00029180195997469127 8.042882836889476e-05
13500.0 0.00029029668075963855 7.935206667752936e-05
13600.0 0.0002888701856136322 7.828589150449261e-05
13700.0 0.00028763656155206263 7.741864101262763e-05
13800.0 0.0002861456305254251 7.626970909768716e-05
13900.0 0.00028500062762759626 7.545825792476535e-05
14000.0 0.0002838830987457186 7.464903319487348e-05
14100.0 0.00028230634052306414 7.344616460613906e-05
14200.0 0.0002814423060044646 7.309119973797351e-05
14300.0 0.00028017821023240685 7.194585487013683e-05
14400.0 0.0002787155390251428 7.083380478434265e-05
14500.0 0.0002778783382382244 7.01461176504381e-05
14600.0 0.0002769941056612879 6.930832751095295e-05
14700.0 0.0002761653740890324 6.910784577485174e-05
14800.0 0.00027522246818989515 6.859472341602668e-05
14900.0 0.0002733896835707128 6.765624129911885e-05
15000.0 0.0002723360958043486 6.620932254008949e-05
15100.0 0.00027138818404637277 6.551237311214209e-05
15200.0 0.00027104190667159855 6.521295290440321e-05
15300.0 0.0002698149473872036 6.434963142964989e-05
15400.0 0.00026859366334974766 6.348734314087778e-05
15500.0 0.00026773178251460195 6.29659480182454e-05
15600.0 0.0002676295698620379 6.316436338238418e-05
15700.0 0.000266058137640357 6.16179677308537e-05
15800.0 0.0002651696850080043 6.1012182413833216e-05
15900.0 0.00026443510432727635 6.0417431086534634e-05
16000.0 0.00026373841683380306 5.985026655253023e-05
16100.0 0.00026295118732377887 5.933649663347751e-05
16200.0 0.0002622735046315938 5.874300768482499e-05
16300.0 0.00026156872627325356 5.8216042816638947e-05
16400.0 0.0002609621442388743 5.771581345470622e-05
16500.0 0.00026022709789685905 5.718228567275219e-05
16600.0 0.0002596424310468137 5.668595986207947e-05
16700.0 0.0002590797084849328 5.6194388889707625e-05
16800.0 0.0002584173053037375 5.5730655731167644e-05
16900.0 0.00025788831408135593 5.526491440832615e-05
17000.0 0.00025733589427545667 5.48102252651006e-05
17100.0 0.0002574686659500003 5.468209201353602e-05
17200.0 0.0002564437745604664 5.4304753575706854e-05
17300.0 0.0002558158594183624 5.354114910005592e-05
17400.0 0.0002554686216171831 5.372415762394667e-05
17500.0 0.000254987389780581 5.271863847156055e-05
17600.0 0.00025613224715925753 5.50050099263899e-05
17700.0 0.0002542167203500867 5.200580562814139e-05
17800.0 0.0002532975631766021 5.1475428335834295e-05
17900.0 0.00025369581999257207 5.1723280193982646e-05
18000.0 0.00025250809267163277 5.070739280199632e-05
18100.0 0.00025235494831576943 5.0513936002971604e-05
18200.0 0.000251588731771335 5.007290019420907e-05
18300.0 0.0002514259540475905 5.084913573227823e-05
18400.0 0.000250825920375064 4.929182250634767e-05
18500.0 0.00025216833455488086 4.99648813274689e-05
18600.0 0.00024990650126710534 4.8575653636362404e-05
18700.0 0.000250394077738747 4.9295405915472656e-05
18800.0 0.0002523651346564293 4.995843119104393e-05
18900.0 0.00024873000802472234 4.768708458868787e-05
19000.0 0.00025145825929939747 4.982667451258749e-05
19100.0 0.00024884368758648634 4.768759754369967e-05
19200.0 0.0002478022943250835 4.6700151870027184e-05
19300.0 0.00024735555052757263 4.639337566914037e-05
19400.0 0.00024778785882517695 4.63964170194231e-05
19500.0 0.0002467548183631152 4.620037361746654e-05
19600.0 0.00024637370370328426 4.568705116980709e-05
19700.0 0.00024587579537183046 4.5435805077431723e-05
19800.0 0.0002466354926582426 4.505525066633709e-05
19900.0 0.0002455495996400714 4.52000749646686e-05
20000.0 0.00024505218607373536 4.448595063877292e-05
