0,0,0,0,0,0,0,0,0,0,0
0.005,0.267315,-0.274016,0.055156,-0.01642,0.00925663,-0.00232558,0.00280665,0.000476496,0.00194765,0.00181975
0.01,0.21196,-0.217556,0.0332378,-0.0175881,0.000159187,-0.00467144,-0.00298181,-0.00341734,-0.00443666,-0.00507857
0.015,0.17776,-0.177842,0.0224923,-0.014512,-0.0029223,-0.00410762,-0.00429197,-0.00383426,-0.00540912,-0.00616473
0.02,0.155475,-0.150287,0.0164977,-0.0111731,-0.00395646,-0.00311248,-0.0042202,-0.00348175,-0.00491085,-0.00575649
0.025,0.140204,-0.131133,0.012547,-0.00868222,-0.00443253,-0.00242591,-0.00389677,-0.00322296,-0.00431458,-0.0053042
0.03,0.129253,-0.117658,0.00951955,-0.00714086,-0.0048508,-0.00216334,-0.00367551,-0.00324404,-0.00400243,-0.00517908
0.035,0.121083,-0.107994,0.00696595,-0.00635229,-0.00533406,-0.00224555,-0.00362018,-0.00350884,-0.00400109,-0.00538033
0.04,0.114784,-0.100882,0.00471423,-0.00607775,-0.00587508,-0.00255638,-0.00369964,-0.00392898,-0.00423137,-0.00580583
0.045,0.109792,-0.095486,0.00270144,-0.00611676,-0.00643325,-0.00299438,-0.00386264,-0.00442184,-0.00460066,-0.00634856
0.05,0.105746,-0.0912478,0.000903478,-0.00632252,-0.00696915,-0.00348465,-0.00406373,-0.00492587,-0.00503268,-0.00692509
0.055,0.102405,-0.0877969,-0.000692845,-0.00659595,-0.0074544,-0.00397703,-0.00426971,-0.00540074,-0.00547316,-0.00747906
0.06,0.0996015,-0.0848869,-0.00209972,-0.00687457,-0.00787235,-0.00444073,-0.00445922,-0.00582305,-0.00588733,-0.00797672
0.065,0.0972183,-0.0823538,-0.00333103,-0.00712201,-0.00821572,-0.00485881,-0.00462023,-0.00618157,-0.0062553,-0.00840097
0.07,0.095169,-0.0800887,-0.00440236,-0.00731962,-0.00848393,-0.00522374,-0.00474736,-0.00647323,-0.00656769,-0.008746
0.075,0.0933896,-0.0780195,-0.00533016,-0.00746028,-0.00868071,-0.00553405,-0.00483962,-0.00670007,-0.00682209,-0.00901322
